%Previsao,VTMP-925,VTMP-850,VTMP-500,TEMP-850,TEMP-500,TEMP-250,PSNM-000,UMES-925,UMES-850,UMES-500,AGPL-925,ZGEO-850,ZGEO-500,ZGEO-250,UVEL-850,UVEL-500,UVEL-250,VVEL-850,VVEL-500,VVEL-250,PREC-000,PREV-000
096,    3.445,    3.696,    2.512,    3.629,    2.499,    2.607,    6.677,    1.618,    1.925,    0.856,    5.771,   47.902,   62.309,   77.049,    4.988,    6.799,    9.141,    4.868,    7.200,   9.963,      NaN,      NaN
096,    3.623,    3.764,    2.665,    3.686,    2.648,    2.621,    6.837,    1.666,    1.926,    0.848,    5.874,   48.730,   63.626,   82.734,    5.227,    6.931,    9.551,    5.030,    7.207,  10.201,      NaN,      NaN
096,    3.645,    3.761,    2.695,    3.685,    2.676,    2.662,    6.707,    1.668,    1.888,    0.845,    5.920,   47.668,   63.688,   85.052,    5.252,    6.924,    9.610,    5.142,    7.245,  10.253,      NaN,      NaN
096,    3.701,    3.754,    2.536,    3.677,    2.520,    2.610,    6.690,    1.619,    1.877,    0.829,    5.717,   46.626,   59.607,   77.643,    5.312,    6.704,    9.169,    4.922,    6.665,   9.609,      NaN,      NaN
096,    3.742,    3.775,    2.613,    3.696,    2.595,    2.564,    7.021,    1.574,    1.849,    0.829,    5.769,   49.241,   61.889,   79.214,    5.317,    6.650,    9.398,    4.946,    6.641,   9.894,      NaN,      NaN
096,    3.672,    3.722,    2.598,    3.643,    2.580,    2.472,    7.047,    1.565,    1.802,    0.836,    5.737,   49.470,   60.731,   79.005,    5.351,    6.589,    9.217,    5.010,    6.498,   9.664,      NaN,      NaN
096,    3.628,    3.666,    2.570,    3.591,    2.552,    2.452,    6.929,    1.538,    1.787,    0.843,    5.798,   48.505,   59.803,   77.531,    5.309,    6.505,    9.113,    5.049,    6.742,   9.821,      NaN,      NaN
096,    3.609,    3.582,    2.522,    3.510,    2.505,    2.460,    6.696,    1.547,    1.774,    0.821,    5.664,   46.343,   55.964,   72.683,    5.263,    6.299,    8.834,    5.139,    6.659,   9.668,      NaN,      NaN
096,    3.498,    3.503,    2.590,    3.433,    2.571,    2.549,    6.574,    1.550,    1.782,    0.826,    5.690,   45.750,   55.965,   72.590,    5.182,    6.258,    8.959,    5.088,    6.599,   9.669,      NaN,      NaN
096,    3.511,    3.462,    2.572,    3.389,    2.555,    2.547,    6.289,    1.569,    1.785,    0.808,    5.633,   43.861,   55.004,   70.438,    5.301,    6.266,    8.569,    5.086,    6.543,   9.399,      NaN,      NaN
096,    3.511,    3.502,    2.520,    3.438,    2.505,    2.580,    6.606,    1.579,    1.839,    0.802,    5.628,   46.562,   57.000,   70.621,    5.407,    6.354,    8.550,    5.017,    6.364,   8.966,      NaN,      NaN
096,    3.500,    3.398,    2.392,    3.337,    2.379,    2.409,    6.473,    1.610,    1.854,    0.797,    5.646,   45.077,   55.377,   69.126,    5.032,    6.195,    8.343,    4.766,    6.268,   8.811,      NaN,      NaN
096,    3.418,    3.385,    2.539,    3.312,    2.524,    2.387,    6.601,    1.629,    1.900,    0.811,    5.945,   46.695,   58.761,   76.487,    5.247,    6.379,    8.884,    4.889,    6.427,   9.116,      NaN,      NaN
096,    3.399,    3.401,    2.566,    3.331,    2.551,    2.415,    6.614,    1.641,    1.946,    0.835,    6.126,   48.225,   60.883,   80.672,    5.518,    6.577,    9.098,    4.793,    6.617,   9.413,      NaN,      NaN
096,    3.426,    3.487,    2.689,    3.418,    2.677,    2.567,    6.928,    1.602,    1.929,    0.845,    6.047,   49.977,   62.017,   81.259,    5.399,    6.479,    9.071,    4.992,    6.798,   9.725,      NaN,      NaN
096,    3.411,    3.499,    2.657,    3.428,    2.645,    2.598,    6.779,    1.568,    1.901,    0.827,    5.828,   48.607,   59.663,   77.453,    5.324,    6.178,    8.735,    4.856,    6.880,   9.602,      NaN,      NaN
096,    3.323,    3.447,    2.659,    3.381,    2.648,    2.617,    6.693,    1.517,    1.923,    0.822,    5.716,   48.640,   59.335,   76.183,    5.132,    6.060,    8.479,    5.020,    6.853,   9.318,      NaN,      NaN
096,    3.245,    3.388,    2.525,    3.331,    2.515,    2.612,    6.662,    1.507,    1.881,    0.811,    5.503,   48.193,   56.282,   69.274,    5.091,    5.967,    8.227,    4.785,    6.461,   8.555,      NaN,      NaN
096,    3.109,    3.308,    2.400,    3.250,    2.391,    2.590,    6.761,    1.456,    1.845,    0.789,    5.428,   48.187,   54.116,   65.115,    5.248,    6.022,    8.107,    4.874,    6.268,   8.192,      NaN,      NaN
096,    3.084,    3.269,    2.304,    3.213,    2.294,    2.569,    6.796,    1.500,    1.881,    0.793,    5.482,   48.462,   53.021,   64.751,    5.237,    5.930,    8.164,    4.825,    6.100,   8.168,      NaN,      NaN
096,    3.013,    3.207,    2.207,    3.157,    2.197,    2.411,    6.404,    1.462,    1.910,    0.789,    5.469,   45.182,   48.902,   62.540,    4.847,    5.610,    7.964,    4.554,    5.712,   7.812,      NaN,      NaN
096,    2.989,    3.242,    2.367,    3.188,    2.354,    2.503,    6.771,    1.525,    1.918,    0.787,    5.573,   47.818,   51.768,   66.785,    5.140,    5.923,    8.342,    4.653,    5.824,   7.989,      NaN,      NaN
096,    3.058,    3.323,    2.418,    3.260,    2.403,    2.458,    7.108,    1.525,    1.902,    0.810,    5.702,   49.837,   54.234,   69.472,    4.969,    5.970,    8.611,    4.936,    6.164,   8.424,      NaN,      NaN
096,    3.280,    3.528,    2.550,    3.453,    2.533,    2.566,    7.406,    1.555,    1.904,    0.809,    5.716,   53.036,   60.206,   75.213,    5.145,    6.196,    8.646,    4.954,    6.645,   9.069,      NaN,      NaN
096,    3.320,    3.541,    2.627,    3.472,    2.612,    2.567,    7.661,    1.514,    1.889,    0.802,    5.531,   55.117,   61.803,   74.831,    5.282,    6.453,    8.772,    4.977,    6.650,   9.235,      NaN,      NaN
096,    3.486,    3.695,    2.588,    3.628,    2.573,    2.619,    7.797,    1.543,    1.912,    0.808,    5.503,   55.869,   61.870,   73.080,    5.377,    6.652,    9.042,    5.193,    6.787,   9.116,      NaN,      NaN
