      %Previsao,VTMP-925,VTMP-850,VTMP-500,TEMP-850,TEMP-500,TEMP-250,PSNM-000,UMES-925,UMES-850,UMES-500,AGPL-925,ZGEO-850,ZGEO-500,ZGEO-250,UVEL-850,UVEL-500,UVEL-250,VVEL-850,VVEL-500,VVEL-250,PREC-000,PREV-000
      144,    0.320,    0.190,   -0.494,    0.183,   -0.492,    0.038,   -0.914,    0.047,    0.055,   -0.011,    0.332,   -5.016,  -12.993,  -17.062,    0.439,    0.271,   -0.501,   -0.091,    0.010,    0.338,      NaN,      NaN
      144,    0.330,    0.170,   -0.518,    0.164,   -0.516,    0.038,   -0.781,    0.100,    0.046,   -0.009,    0.430,   -4.169,  -11.899,  -16.123,    0.227,    0.111,   -0.796,   -0.159,    0.031,    0.314,      NaN,      NaN
      144,    0.425,    0.322,   -0.569,    0.307,   -0.569,   -0.053,   -0.586,    0.128,    0.096,    0.002,    0.505,   -1.947,   -9.653,  -15.703,    0.068,   -0.048,   -1.023,    0.050,   -0.052,    0.217,      NaN,      NaN
      144,    0.288,    0.220,   -0.774,    0.208,   -0.775,   -0.145,   -0.530,    0.084,    0.080,    0.009,    0.481,   -2.120,  -12.532,  -21.381,    0.181,   -0.219,   -1.038,   -0.046,   -0.019,    0.302,      NaN,      NaN
      144,    0.363,    0.299,   -0.682,    0.283,   -0.684,   -0.147,   -0.437,    0.084,    0.105,    0.014,    0.515,   -1.068,   -9.915,  -18.514,    0.097,   -0.283,   -1.157,   -0.009,    0.001,    0.082,      NaN,      NaN
      144,    0.346,    0.301,   -0.752,    0.291,   -0.755,   -0.021,   -0.486,    0.069,    0.065,    0.025,    0.557,   -1.747,  -10.864,  -18.684,    0.047,   -0.286,   -1.217,   -0.128,    0.098,   -0.029,      NaN,      NaN
      144,    0.361,    0.352,   -0.619,    0.341,   -0.622,   -0.088,   -0.506,    0.095,    0.069,    0.021,    0.505,   -1.897,   -9.484,  -16.170,    0.044,   -0.479,   -1.128,   -0.026,    0.106,    0.050,      NaN,      NaN
      144,    0.239,    0.191,   -0.727,    0.191,   -0.729,   -0.105,   -0.194,    0.022,    0.014,    0.019,    0.360,   -0.096,   -9.455,  -16.607,    0.024,   -0.338,   -1.247,   -0.087,    0.112,   -0.118,      NaN,      NaN
      144,    0.218,    0.235,   -0.721,    0.226,   -0.724,   -0.131,   -0.245,   -0.006,    0.062,    0.027,    0.367,   -0.695,   -9.471,  -16.729,   -0.006,   -0.190,   -1.115,   -0.062,    0.108,   -0.153,      NaN,      NaN
      144,    0.178,    0.124,   -0.860,    0.131,   -0.863,   -0.057,   -0.230,   -0.064,   -0.025,    0.020,    0.238,   -0.888,  -11.523,  -19.417,    0.113,   -0.159,   -1.223,   -0.053,    0.054,   -0.142,      NaN,      NaN
      144,    0.234,    0.223,   -0.888,    0.225,   -0.892,   -0.083,   -0.588,   -0.031,   -0.002,    0.026,    0.270,   -3.152,  -13.994,  -22.921,   -0.016,   -0.173,   -1.146,    0.006,    0.071,   -0.193,      NaN,      NaN
      144,    0.202,    0.185,   -0.871,    0.196,   -0.873,    0.016,   -0.526,   -0.088,   -0.047,    0.015,    0.195,   -2.791,  -13.990,  -21.729,    0.117,   -0.050,   -0.949,   -0.144,    0.115,   -0.271,      NaN,      NaN
